MQ2_H2_1,MQ2_H2_2,MQ4_H2_1,MQ4_H2_2,MQ6_H2_1,MQ6_H2_2,MQ7_H2_1,MQ7_H2_2,MQ8_H2_1,MQ8_H2_2,MQ2_CO_1,MQ2_CO_2,MQ7_CO_1,MQ7_CO_2,MG811_CO2_1,MG811_CO2_2,MQ2_CH4_1,MQ2_CH4_2,MQ4_CH4_1,MQ4_CH4_2,MQ9_CH4_1,MQ9_CH4_2,MQ3_C6H6_1,MQ3_C6H6_2,MQ2_C3H8_1,MQ2_C3H8_2,MQ3_OH_1,MQ3_OH_2,MQ2_LPG_1,MQ2_LPG_2,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,DHT22_H,DHT22_T,t
302.66,285.31,474.64,309.57,190.72,277.82,239.69,300.07,358.03,340.29,15.05,4.98,115.23,145.88,5119.16,5088.73,5.47,2.13,53.37,45.04,2.33,1.97,37.22,33.35,4.09,1.98,0.7,0.57,4.26,2.12,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694245916548
302.97,284.41,489.54,323.96,190.62,282.28,242.49,299.12,358.95,341.52,15.24,4.96,116.35,147.09,5071.53,5155.47,5.5,2.14,53.68,44.73,2.33,2.0,37.32,33.41,4.12,1.99,0.7,0.57,4.29,2.13,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694245920785
301.13,283.71,444.1,321.42,184.56,266.51,237.47,295.84,354.4,338.04,14.57,4.95,114.84,142.88,4852.32,4861.34,5.32,2.14,50.92,45.33,2.24,1.88,37.19,33.22,4.02,1.97,0.7,0.57,4.22,2.12,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694245925021
299.98,284.04,428.66,320.44,184.0,258.42,237.95,295.25,353.27,337.39,14.61,5.0,114.86,142.21,5033.58,5060.38,5.28,2.15,50.61,45.35,2.21,1.89,37.18,33.19,4.04,1.97,0.7,0.57,4.18,2.13,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694245929257
296.1,355.92,387.78,305.0,173.99,230.36,232.82,288.08,349.95,333.33,13.91,11.72,112.69,139.89,4586.75,4547.8,5.07,4.73,48.53,43.68,2.14,1.79,37.05,33.04,3.88,3.6,0.69,0.56,4.06,3.76,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694245937727
296.7,358.69,377.58,291.9,171.39,220.42,233.19,287.41,348.51,332.98,13.77,12.74,111.54,139.53,4670.51,4607.87,5.08,4.56,48.05,43.11,2.11,1.79,36.97,33.07,3.86,3.73,0.69,0.56,4.05,3.87,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694245941962
293.46,358.28,341.15,292.28,163.68,201.02,229.55,281.68,345.21,329.33,13.5,11.71,109.78,136.14,4536.95,4499.59,4.95,4.59,45.98,42.74,2.04,1.71,36.87,32.94,3.77,3.52,0.69,0.56,3.96,3.81,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694245946197
292.29,357.33,332.88,285.62,160.95,194.57,229.38,280.97,345.06,328.6,13.25,12.09,109.12,135.55,4310.34,4183.72,4.88,4.56,45.62,42.51,2.02,1.69,36.85,32.94,3.76,3.61,0.69,0.56,3.95,3.69,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694245950432
287.48,350.64,276.81,262.32,149.44,174.78,222.58,270.65,337.76,323.3,12.57,11.43,106.33,131.55,4222.44,4181.47,4.65,4.22,42.5,41.11,1.89,1.57,36.66,32.69,3.61,3.48,0.68,0.55,3.8,3.63,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694245954666
287.9,352.54,266.42,265.12,146.45,167.53,221.96,270.73,337.53,322.91,12.33,10.92,105.88,130.95,4176.35,4131.1,4.64,4.38,41.99,40.98,1.89,1.57,36.65,32.65,3.59,3.34,0.68,0.55,3.79,3.63,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694245958901
288.59,352.02,282.09,263.83,147.32,166.71,223.42,273.14,338.82,324.19,12.59,11.42,106.97,131.87,4098.35,3978.28,4.68,4.38,42.72,41.35,1.93,1.59,36.74,32.74,3.62,3.47,0.68,0.55,3.84,3.58,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694245963135
293.8,359.4,343.61,280.7,157.83,172.65,229.6,281.97,345.12,330.4,13.45,12.5,109.61,136.37,4433.81,4304.48,4.9,4.52,46.01,42.95,2.05,1.73,36.95,33.0,3.77,3.63,0.69,0.56,3.97,3.8,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694245967370
