MQ2_H2_1,MQ2_H2_2,MQ4_H2_1,MQ4_H2_2,MQ6_H2_1,MQ6_H2_2,MQ7_H2_1,MQ7_H2_2,MQ8_H2_1,MQ8_H2_2,MQ2_CO_1,MQ2_CO_2,MQ7_CO_1,MQ7_CO_2,MG811_CO2_1,MG811_CO2_2,MQ2_CH4_1,MQ2_CH4_2,MQ4_CH4_1,MQ4_CH4_2,MQ9_CH4_1,MQ9_CH4_2,MQ3_C6H6_1,MQ3_C6H6_2,MQ2_C3H8_1,MQ2_C3H8_2,MQ3_OH_1,MQ3_OH_2,MQ2_LPG_1,MQ2_LPG_2,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,DHT22_H,DHT22_T,t
301.3,288.29,2557.06,624.9,1513.62,1615.28,289.92,353.48,349.38,311.38,18.45,26.04,140.32,173.91,7447.6,8766.57,6.52,7.89,108.26,59.04,2.7,1.88,42.33,36.26,4.68,5.41,0.88,0.67,4.85,5.36,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694243178517
300.53,251.46,2358.75,619.05,1476.11,1362.73,288.36,350.54,348.99,309.3,18.3,17.69,140.36,171.72,7282.85,8375.55,6.42,6.17,105.21,59.11,2.64,1.85,42.29,36.21,4.65,4.53,0.88,0.66,4.85,4.69,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694243182760
294.65,324.26,1814.9,458.24,1261.3,1023.24,277.13,341.11,347.02,304.5,16.38,47.83,135.63,165.02,6755.42,7827.55,5.81,14.36,94.94,50.33,2.48,1.78,41.78,35.82,4.31,8.75,0.86,0.65,4.57,8.88,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694243187003
286.14,330.93,1132.61,379.87,1048.88,764.58,268.94,327.32,339.63,299.96,14.79,49.73,129.82,159.68,6199.82,6910.23,5.4,15.03,77.71,48.4,2.37,1.67,41.32,35.52,4.05,9.07,0.84,0.64,4.23,9.15,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694243191247
283.6,335.61,853.49,412.24,982.26,623.78,268.24,325.39,339.45,297.96,14.72,53.09,129.5,158.8,6056.85,6508.46,5.35,15.56,68.49,49.99,2.37,1.66,41.27,35.5,4.04,9.36,0.84,0.64,4.22,9.51,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694243195487
284.81,291.79,972.96,439.21,984.65,639.13,267.97,321.45,337.31,298.61,15.09,31.98,129.52,158.54,6006.27,6492.65,5.42,10.19,70.92,51.21,2.35,1.6,41.35,35.52,4.1,6.61,0.84,0.64,4.28,6.82,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694243199725
289.15,312.54,1243.54,430.44,1034.58,680.05,272.62,328.85,343.03,301.87,15.99,40.3,132.18,160.79,6176.21,6697.68,5.7,12.41,79.46,52.38,2.45,1.71,41.5,35.72,4.24,7.78,0.85,0.65,4.45,8.09,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694243203966
294.47,289.5,1565.3,468.39,1091.3,716.61,278.98,337.07,347.73,307.42,17.21,29.77,135.05,166.43,6446.28,6962.07,6.12,9.68,86.76,54.41,2.63,1.83,41.73,35.98,4.48,6.46,0.85,0.66,4.66,6.62,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694243208206
294.37,294.57,1487.18,494.05,1072.86,663.92,275.41,333.46,344.94,304.53,16.55,32.08,133.97,162.93,6226.05,6720.64,5.97,10.26,87.16,53.44,2.52,1.77,41.67,35.9,4.38,6.73,0.85,0.65,4.62,6.9,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694243212447
292.34,286.22,1449.82,473.72,1030.45,616.34,275.61,327.15,341.26,302.68,16.66,28.91,131.65,160.53,6119.56,6543.65,5.85,9.45,84.64,52.83,2.46,1.73,41.56,35.78,4.36,6.31,0.85,0.65,4.53,6.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694243216686
