MQ2_H2_1,MQ2_H2_2,MQ4_H2_1,MQ4_H2_2,MQ6_H2_1,MQ6_H2_2,MQ7_H2_1,MQ7_H2_2,MQ8_H2_1,MQ8_H2_2,MQ2_CO_1,MQ2_CO_2,MQ7_CO_1,MQ7_CO_2,MG811_CO2_1,MG811_CO2_2,MQ2_CH4_1,MQ2_CH4_2,MQ4_CH4_1,MQ4_CH4_2,MQ9_CH4_1,MQ9_CH4_2,MQ3_C6H6_1,MQ3_C6H6_2,MQ2_C3H8_1,MQ2_C3H8_2,MQ3_OH_1,MQ3_OH_2,MQ2_LPG_1,MQ2_LPG_2,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,DHT22_H,DHT22_T,t
309.03,364.24,171.8,431.87,270.5,77.74,226.48,235.35,311.49,348.04,12.47,7.13,108.52,112.72,2932.25,2869.02,4.61,2.88,34.74,51.41,2.88,1.91,42.76,39.44,3.63,2.51,0.89,0.77,3.79,2.67,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230744009
308.67,358.67,173.6,405.7,262.21,74.18,227.65,235.77,311.65,349.11,12.51,6.84,109.0,113.58,2964.76,2889.71,4.68,2.78,34.7,51.57,2.9,1.93,42.64,39.41,3.63,2.42,0.89,0.77,3.79,2.58,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230748245
309.21,368.04,163.15,423.8,249.51,68.66,226.26,234.76,312.11,348.35,12.44,7.36,108.44,112.31,2955.72,2853.7,4.66,3.01,33.89,51.12,2.89,1.89,42.57,39.33,3.62,2.57,0.89,0.77,3.78,2.72,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230752480
313.03,363.11,171.89,488.09,250.85,67.87,230.22,237.02,314.37,351.06,12.91,7.05,110.28,114.28,2918.62,2835.05,4.82,2.88,34.57,54.43,3.0,1.93,42.74,39.56,3.72,2.48,0.89,0.78,3.88,2.63,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230756715
313.12,369.82,164.26,508.85,241.04,64.17,229.52,236.76,315.17,350.92,12.85,7.55,110.02,113.51,2853.69,2751.02,4.84,3.07,34.12,54.72,3.02,1.94,42.67,39.56,3.72,2.61,0.89,0.78,3.88,2.75,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230760950
309.43,364.08,140.61,463.92,213.98,54.51,225.79,229.58,311.28,346.76,12.38,7.16,107.66,110.05,2721.01,2645.39,4.63,2.93,31.6,52.68,2.85,1.82,42.4,39.32,3.61,2.52,0.88,0.77,3.78,2.69,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230769420
309.66,362.18,136.37,477.19,207.59,53.27,225.51,228.84,312.49,347.33,12.47,7.04,108.08,109.89,2736.25,2634.66,4.66,2.87,31.31,53.44,2.85,1.79,42.38,39.38,3.63,2.49,0.88,0.77,3.8,2.64,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230773655
310.67,342.36,135.83,490.34,201.22,52.49,226.69,230.69,313.28,348.17,12.52,5.81,108.71,110.3,2735.75,2623.42,4.72,2.45,31.48,53.78,2.84,1.8,42.4,39.36,3.63,2.17,0.88,0.77,3.83,2.31,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230777890
311.41,296.52,133.38,501.36,199.61,51.28,227.38,230.32,313.62,347.73,12.69,3.33,109.19,110.36,2764.97,2650.32,4.73,1.51,31.06,54.55,2.85,1.8,42.38,39.3,3.65,1.49,0.88,0.77,3.84,1.63,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230782125
311.51,281.98,132.19,482.27,192.04,50.43,227.91,230.25,313.66,348.53,12.72,2.81,108.87,110.83,2801.78,2656.69,4.72,1.31,31.26,53.6,2.87,1.79,42.28,39.24,3.67,1.37,0.87,0.77,3.86,1.48,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230786358
311.32,311.37,128.73,471.71,185.76,49.18,227.47,230.81,314.12,347.69,12.71,4.17,108.93,110.33,2805.47,2653.08,4.7,1.87,30.83,53.37,2.84,1.78,42.21,39.17,3.67,1.78,0.87,0.76,3.84,1.89,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230790593
310.26,378.36,118.61,450.27,179.36,45.88,223.03,230.06,313.32,345.12,12.32,8.55,108.54,108.68,2778.06,2616.97,4.58,3.4,30.44,50.72,2.77,1.75,42.19,39.04,3.56,2.86,0.87,0.76,3.77,3.02,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230794827
312.01,318.03,127.0,484.1,176.36,47.61,228.55,230.44,314.2,348.22,12.91,4.55,109.09,110.77,2848.01,2648.8,4.78,1.92,30.39,53.83,2.9,1.76,42.14,39.26,3.7,1.87,0.87,0.77,3.88,1.96,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230799061
310.72,333.39,124.78,464.89,169.07,47.28,227.91,228.6,313.74,348.62,12.93,5.31,108.82,110.58,2838.07,2637.53,4.79,2.27,29.92,54.28,2.88,1.73,42.09,39.24,3.71,2.02,0.87,0.77,3.86,2.17,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230803295
310.86,379.78,118.2,463.89,164.57,45.29,225.89,229.03,313.49,346.45,12.6,8.29,108.71,109.18,2830.85,2641.44,4.73,3.28,29.59,52.48,2.84,1.72,42.05,39.11,3.66,2.77,0.87,0.76,3.84,2.95,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230807529
311.78,354.96,113.23,483.55,162.81,43.85,224.57,229.14,313.87,345.61,12.47,6.47,108.73,108.47,2769.97,2603.81,4.7,2.67,29.47,52.08,2.79,1.72,42.09,39.03,3.64,2.36,0.87,0.76,3.83,2.54,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230811764
311.09,363.44,112.74,476.15,155.33,43.71,226.52,227.38,312.86,347.02,12.76,7.09,108.16,109.4,2761.47,2571.67,4.75,2.89,28.87,53.4,2.82,1.69,41.97,39.04,3.68,2.49,0.86,0.76,3.84,2.65,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694230815998
