MQ2_H2_1,MQ2_H2_2,MQ4_H2_1,MQ4_H2_2,MQ6_H2_1,MQ6_H2_2,MQ7_H2_1,MQ7_H2_2,MQ8_H2_1,MQ8_H2_2,MQ2_CO_1,MQ2_CO_2,MQ7_CO_1,MQ7_CO_2,MG811_CO2_1,MG811_CO2_2,MQ2_CH4_1,MQ2_CH4_2,MQ4_CH4_1,MQ4_CH4_2,MQ9_CH4_1,MQ9_CH4_2,MQ3_C6H6_1,MQ3_C6H6_2,MQ2_C3H8_1,MQ2_C3H8_2,MQ3_OH_1,MQ3_OH_2,MQ2_LPG_1,MQ2_LPG_2,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,DHT22_H,DHT22_T,t
282.12,254.2,268.73,259.45,189.74,120.85,229.97,253.19,336.46,309.88,14.4,18.22,110.47,122.21,3729.56,3641.81,5.22,6.39,41.55,41.09,3.01,1.67,38.85,35.92,3.95,4.63,0.75,0.65,4.18,4.87,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694240846865
278.0,253.01,226.43,255.85,178.01,109.23,224.89,246.24,331.53,306.29,13.52,18.35,107.38,118.05,3561.96,3461.26,4.98,6.39,39.18,40.23,2.87,1.58,38.68,35.75,3.85,4.69,0.75,0.65,4.02,4.83,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694240851103
277.31,240.53,231.06,248.63,174.53,105.83,225.62,245.46,331.63,306.45,13.54,15.39,106.92,117.93,3564.19,3440.33,5.0,5.55,38.85,40.26,2.9,1.59,38.69,35.72,3.83,4.14,0.75,0.65,3.99,4.32,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694240855341
279.73,229.44,240.49,252.48,177.89,106.05,226.75,248.88,334.29,307.94,14.01,12.86,108.35,119.58,3584.57,3451.49,5.12,4.8,39.88,40.93,2.93,1.64,38.79,35.82,3.86,3.72,0.75,0.65,4.07,3.91,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694240859578
281.32,265.98,265.03,264.97,181.66,108.83,229.37,252.48,335.55,310.45,14.23,21.63,111.09,121.56,3709.64,3557.37,5.2,7.38,41.35,41.34,3.03,1.7,38.92,35.9,3.93,5.18,0.75,0.65,4.17,5.35,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694240863816
281.24,242.25,262.45,265.45,178.05,106.29,229.38,251.32,335.32,310.76,14.12,15.97,109.61,121.39,3672.84,3505.57,5.17,5.7,41.22,41.09,3.01,1.71,38.81,35.87,3.91,4.18,0.75,0.65,4.1,4.37,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694240868054
279.84,244.79,236.87,256.62,171.71,99.65,225.49,247.87,333.02,307.96,14.06,15.97,108.31,118.96,3560.52,3414.36,5.1,5.82,39.8,40.3,2.95,1.65,38.73,35.77,3.9,4.26,0.75,0.65,4.1,4.44,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694240872291
280.29,226.43,247.15,246.43,173.07,101.15,227.34,250.27,334.06,309.13,14.09,12.22,108.93,120.61,3618.87,3468.19,5.2,4.64,40.7,40.77,2.98,1.68,38.8,35.83,3.93,3.65,0.75,0.65,4.13,3.79,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694240876529
277.84,225.05,233.21,244.84,165.0,95.36,225.0,246.5,334.01,307.88,13.64,11.97,107.65,118.96,3571.92,3401.39,5.02,4.61,39.52,40.1,2.94,1.66,38.71,35.67,3.84,3.61,0.75,0.65,4.02,3.79,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694240885002
275.27,227.03,216.9,240.76,162.11,90.46,219.75,245.22,331.35,304.65,13.38,12.31,106.32,116.98,3486.24,3314.07,4.88,4.6,38.32,39.68,2.91,1.61,38.46,35.61,3.77,3.5,0.74,0.64,3.93,3.77,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694240889238
