MQ2_H2_1,MQ2_H2_2,MQ4_H2_1,MQ4_H2_2,MQ6_H2_1,MQ6_H2_2,MQ7_H2_1,MQ7_H2_2,MQ8_H2_1,MQ8_H2_2,MQ2_CO_1,MQ2_CO_2,MQ7_CO_1,MQ7_CO_2,MG811_CO2_1,MG811_CO2_2,MQ2_CH4_1,MQ2_CH4_2,MQ4_CH4_1,MQ4_CH4_2,MQ9_CH4_1,MQ9_CH4_2,MQ3_C6H6_1,MQ3_C6H6_2,MQ2_C3H8_1,MQ2_C3H8_2,MQ3_OH_1,MQ3_OH_2,MQ2_LPG_1,MQ2_LPG_2,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,DHT22_H,DHT22_T,t
231.65,308.05,95.38,349.82,90.11,49.78,218.51,225.89,256.38,247.27,12.45,11.29,104.07,107.92,3219.92,2921.67,4.66,4.38,26.89,46.39,2.93,1.35,40.15,37.56,3.6,3.4,0.8,0.71,3.78,3.63,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694234072730
231.89,311.24,98.69,342.09,90.68,50.2,219.68,225.45,256.45,247.74,12.73,12.04,104.25,109.24,3166.88,2826.29,4.71,4.51,27.21,46.58,2.98,1.36,40.12,37.56,3.67,3.57,0.8,0.71,3.86,3.66,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694234076963
234.79,330.67,109.87,384.36,95.88,52.88,222.49,231.74,259.35,250.16,13.07,14.95,106.38,110.85,3366.08,3038.79,4.85,5.56,28.53,48.11,3.06,1.43,40.35,37.5,3.74,3.92,0.8,0.71,3.92,4.14,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694234081198
233.68,307.04,97.34,355.28,91.98,49.23,218.2,227.21,257.41,247.68,12.55,11.14,104.93,108.35,3130.53,2799.32,4.72,4.27,27.33,46.88,2.96,1.37,40.18,37.26,3.69,3.41,0.8,0.7,3.82,3.61,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694234085431
233.36,316.92,104.16,342.55,92.97,50.53,220.04,227.56,257.64,248.31,12.77,12.47,105.15,109.4,3254.82,2943.79,4.76,4.65,28.04,47.1,3.0,1.38,40.2,37.33,3.7,3.64,0.8,0.7,3.9,3.83,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694234089665
236.14,277.39,120.22,375.73,98.23,53.8,224.91,233.79,261.26,251.58,13.33,7.96,107.58,112.33,3378.36,3003.8,4.93,3.18,29.71,48.64,3.13,1.47,40.38,37.51,3.8,2.67,0.81,0.71,3.98,2.83,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694234093899
259.93,306.29,339.79,482.15,148.59,93.39,261.49,282.74,288.94,274.47,19.08,11.63,126.04,137.13,4609.57,4070.78,6.66,4.33,46.01,54.83,4.22,2.21,41.51,38.68,4.8,3.49,0.85,0.75,4.99,3.72,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694234102373
233.67,310.51,105.67,327.41,92.15,53.22,218.86,229.09,258.29,247.68,12.96,12.05,104.37,109.55,3288.8,2971.28,4.75,4.43,28.27,44.84,2.9,1.38,39.78,36.86,3.71,3.55,0.78,0.69,3.88,3.69,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694234106607
231.57,306.43,106.01,299.25,102.2,64.37,215.3,226.54,256.4,245.49,12.41,11.29,102.87,108.13,3214.41,2975.14,4.6,4.39,28.15,42.33,2.78,1.32,39.02,36.04,3.6,3.43,0.76,0.66,3.76,3.57,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694234110842
239.95,322.1,136.83,419.45,129.86,86.41,227.45,237.91,262.75,252.48,13.98,13.45,109.16,114.71,3567.37,3363.75,5.17,4.88,31.11,51.84,3.03,1.38,38.94,36.02,3.92,3.76,0.76,0.66,4.07,3.97,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694234115078
