MQ2_H2_1,MQ2_H2_2,MQ4_H2_1,MQ4_H2_2,MQ6_H2_1,MQ6_H2_2,MQ7_H2_1,MQ7_H2_2,MQ8_H2_1,MQ8_H2_2,MQ2_CO_1,MQ2_CO_2,MQ7_CO_1,MQ7_CO_2,MG811_CO2_1,MG811_CO2_2,MQ2_CH4_1,MQ2_CH4_2,MQ4_CH4_1,MQ4_CH4_2,MQ9_CH4_1,MQ9_CH4_2,MQ3_C6H6_1,MQ3_C6H6_2,MQ2_C3H8_1,MQ2_C3H8_2,MQ3_OH_1,MQ3_OH_2,MQ2_LPG_1,MQ2_LPG_2,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,DHT22_H,DHT22_T,t
281.46,335.65,564.09,165.12,576.35,902.16,216.03,280.0,330.42,307.64,11.35,9.65,103.15,135.43,4806.36,5753.45,4.37,3.88,56.83,34.64,1.52,1.33,36.6,31.95,3.44,3.16,0.68,0.53,3.62,3.36,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249566960
282.21,338.81,591.87,172.02,587.88,923.69,217.32,280.88,331.47,308.86,11.46,10.06,103.96,136.29,4829.86,5785.42,4.39,3.95,58.21,34.67,1.55,1.35,36.67,32.01,3.46,3.21,0.68,0.53,3.62,3.41,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249571195
284.12,343.84,620.98,177.85,603.05,935.73,219.91,284.79,334.04,310.79,11.81,10.52,105.17,137.77,4966.14,5965.45,4.48,4.09,59.13,35.32,1.59,1.41,36.74,32.11,3.52,3.28,0.68,0.54,3.68,3.48,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249575430
284.84,342.19,619.58,175.04,592.83,923.6,218.99,285.37,334.45,311.62,11.76,10.26,105.11,138.32,5006.25,6023.83,4.47,4.0,59.79,34.91,1.6,1.41,36.72,32.09,3.48,3.26,0.68,0.54,3.66,3.46,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249579665
282.59,341.8,615.13,171.88,592.49,891.77,219.29,283.29,334.04,310.24,11.59,10.47,104.48,137.8,4958.36,5982.69,4.38,4.05,58.87,34.52,1.57,1.38,36.74,32.03,3.49,3.28,0.68,0.53,3.66,3.44,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249583900
282.67,341.92,598.85,159.98,566.27,857.53,217.2,279.52,332.86,310.25,11.41,10.27,103.11,134.43,4503.5,5410.53,4.11,3.94,58.17,32.42,1.55,1.38,36.45,31.97,3.41,3.22,0.68,0.53,3.57,3.41,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249588134
266.81,323.38,414.69,84.17,426.11,652.13,197.91,256.41,319.62,296.52,9.06,8.43,94.07,123.56,3942.83,4656.58,3.62,3.33,48.24,24.8,1.32,1.17,35.68,31.21,2.94,2.8,0.65,0.51,3.1,2.94,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249592365
260.05,318.11,329.59,65.19,381.17,540.13,190.43,250.61,315.29,292.03,8.69,7.77,91.85,119.84,3762.59,4485.64,3.36,3.15,45.88,22.78,1.25,1.11,35.29,30.96,2.82,2.69,0.64,0.5,3.0,2.82,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249596596
262.41,319.64,353.66,72.05,382.71,540.52,195.1,254.43,318.25,294.12,8.89,8.05,92.83,122.61,3878.6,4542.52,3.55,3.27,47.44,24.35,1.28,1.17,35.45,31.11,2.93,2.73,0.64,0.5,3.03,2.92,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249600826
267.96,326.74,408.52,88.36,420.05,543.02,200.1,261.17,321.6,297.64,9.68,8.46,94.39,125.98,4038.12,4673.15,3.68,3.41,48.69,26.21,1.33,1.21,35.68,31.25,3.0,2.81,0.65,0.51,3.17,3.03,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249605057
285.9,347.32,585.66,194.33,559.16,684.52,221.73,287.01,335.87,312.59,12.3,10.79,105.53,139.35,4916.16,5571.89,4.58,4.19,58.29,36.6,1.61,1.45,36.8,32.13,3.57,3.36,0.68,0.54,3.75,3.54,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249609292
291.76,354.41,689.6,213.6,591.4,692.79,227.99,296.08,341.68,319.69,13.09,11.69,109.77,144.4,5181.96,5875.17,4.84,4.52,62.76,38.02,1.73,1.56,37.17,32.53,3.74,3.52,0.69,0.55,3.9,3.73,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249617759
298.14,362.36,856.9,233.11,629.71,711.63,236.3,307.44,349.76,325.47,14.13,12.64,114.03,150.24,5509.47,6143.23,5.22,4.8,67.69,39.62,1.9,1.72,37.53,32.85,3.96,3.73,0.71,0.56,4.17,3.94,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249621994
302.51,361.0,835.1,264.26,640.17,689.5,240.44,308.94,347.85,328.93,14.86,12.71,114.01,152.67,5526.05,6199.31,5.35,4.87,69.58,40.46,1.87,1.78,37.72,32.8,3.98,3.81,0.71,0.56,4.25,3.89,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249626229
300.63,360.61,789.73,264.18,599.77,649.84,239.45,301.79,348.05,327.57,14.59,12.42,112.68,150.23,5298.01,5980.06,5.22,4.76,67.53,39.17,1.82,1.74,37.67,32.71,3.91,3.74,0.71,0.56,4.22,3.91,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249630464
263.12,320.01,327.71,66.33,334.18,354.28,193.44,250.88,317.34,293.96,8.81,8.0,91.67,122.05,3743.97,4113.85,3.52,3.24,45.78,22.88,1.28,1.18,35.49,31.16,2.91,2.71,0.64,0.51,3.03,2.92,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249634694
272.45,332.61,417.7,91.3,383.43,390.78,204.52,266.19,326.67,301.44,10.04,9.16,97.04,129.08,4096.68,4459.58,3.97,3.62,49.72,27.31,1.43,1.31,36.04,31.55,3.16,2.97,0.65,0.52,3.32,3.16,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249638925
272.38,329.69,394.21,93.05,374.36,362.84,204.88,265.61,326.18,302.35,10.0,9.04,97.39,128.26,4045.98,4391.97,3.9,3.54,49.04,27.48,1.44,1.3,36.01,31.61,3.14,2.97,0.66,0.52,3.33,3.14,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249643156
271.27,328.52,372.08,95.32,365.25,345.84,203.6,263.64,324.77,301.44,9.87,8.75,96.63,127.01,4040.44,4382.62,3.86,3.48,48.23,27.35,1.43,1.28,35.93,31.52,3.12,2.9,0.66,0.52,3.28,3.1,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249647386
267.49,326.18,349.06,82.36,348.53,311.53,198.64,259.32,322.59,297.55,9.66,8.42,94.32,125.01,3860.74,4196.4,3.75,3.4,46.48,25.69,1.35,1.24,35.77,31.48,3.07,2.84,0.65,0.52,3.19,3.05,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249651616
265.43,323.55,309.54,79.14,326.8,290.71,195.5,254.1,318.65,295.98,9.24,8.21,92.67,122.45,3679.66,4026.78,3.55,3.35,45.02,24.72,1.32,1.19,35.55,31.24,2.98,2.79,0.64,0.51,3.12,2.96,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249655846
271.79,331.45,368.16,108.24,366.02,305.4,203.37,264.06,325.09,302.6,10.1,8.99,96.62,127.95,4012.16,4325.68,3.9,3.6,48.22,27.33,1.42,1.3,36.06,31.59,3.16,2.94,0.66,0.52,3.29,3.16,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249660078
267.45,325.78,317.54,84.89,323.21,283.57,197.67,254.31,321.45,297.79,9.24,8.52,94.13,122.86,3788.01,4058.22,3.69,3.4,44.6,25.99,1.35,1.22,35.79,31.29,2.97,2.84,0.65,0.51,3.17,3.0,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249664309
268.97,329.49,337.28,94.28,338.26,286.86,200.75,258.59,323.04,299.65,9.77,8.83,95.36,124.97,3893.93,4137.41,3.78,3.51,45.92,27.06,1.39,1.25,35.91,31.5,3.06,2.91,0.65,0.52,3.25,3.1,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249668539
266.6,325.9,310.38,89.29,324.35,265.39,198.06,255.53,319.55,297.13,9.5,8.52,94.19,122.33,3774.37,4012.04,3.64,3.41,44.37,26.46,1.35,1.21,35.78,31.34,3.01,2.85,0.65,0.51,3.19,3.0,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249672768
265.62,324.67,295.01,89.09,314.64,255.68,195.5,253.42,318.24,296.22,9.29,8.4,93.07,121.7,3762.68,3975.05,3.64,3.33,43.42,26.38,1.33,1.18,35.74,31.29,3.0,2.82,0.65,0.51,3.15,3.01,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249676998
266.14,324.7,292.69,89.34,312.33,248.49,196.47,251.52,317.11,295.56,9.22,8.37,93.02,121.4,3688.02,3908.63,3.65,3.38,43.3,26.42,1.32,1.18,35.72,31.26,2.97,2.8,0.65,0.51,3.14,3.01,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249681227
266.8,324.27,296.81,93.84,308.36,240.07,197.43,252.97,318.74,297.46,9.34,8.55,93.59,121.97,3726.63,3935.0,3.65,3.37,43.43,26.58,1.34,1.19,35.78,31.35,2.98,2.88,0.65,0.51,3.16,3.02,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249689687
267.82,326.43,301.96,89.38,308.42,242.37,199.11,255.08,319.42,298.7,9.47,8.55,93.95,122.5,3738.08,3943.78,3.67,3.46,44.02,26.1,1.37,1.22,35.85,31.37,3.01,2.85,0.65,0.51,3.21,3.03,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249693916
271.26,331.16,342.77,95.25,323.17,246.09,203.26,260.94,324.59,302.89,10.06,8.98,96.84,125.94,3846.97,4019.34,3.86,3.66,46.58,26.83,1.44,1.3,35.99,31.57,3.12,2.99,0.66,0.52,3.31,3.11,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249698147
273.57,332.24,365.72,103.01,331.47,249.5,206.06,264.53,327.32,304.51,10.41,9.32,98.05,127.67,3994.56,4166.88,3.97,3.62,47.7,27.58,1.49,1.33,36.13,31.69,3.18,3.03,0.66,0.52,3.37,3.2,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694249702379
