MQ2_H2_1,MQ2_H2_2,MQ4_H2_1,MQ4_H2_2,MQ6_H2_1,MQ6_H2_2,MQ7_H2_1,MQ7_H2_2,MQ8_H2_1,MQ8_H2_2,MQ2_CO_1,MQ2_CO_2,MQ7_CO_1,MQ7_CO_2,MG811_CO2_1,MG811_CO2_2,MQ2_CH4_1,MQ2_CH4_2,MQ4_CH4_1,MQ4_CH4_2,MQ9_CH4_1,MQ9_CH4_2,MQ3_C6H6_1,MQ3_C6H6_2,MQ2_C3H8_1,MQ2_C3H8_2,MQ3_OH_1,MQ3_OH_2,MQ2_LPG_1,MQ2_LPG_2,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,DHT22_H,DHT22_T,t
285.77,348.06,310.16,131.61,206.15,201.96,209.68,271.07,340.25,313.85,12.28,11.13,99.71,131.3,4398.39,4383.11,4.58,4.09,44.34,30.78,1.62,1.48,34.18,30.63,3.59,3.41,0.6,0.49,3.74,3.56,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251488229
282.6,345.93,283.13,118.9,195.67,189.91,206.2,265.47,337.57,312.25,11.77,10.38,98.38,128.78,4041.41,4040.07,4.43,4.16,42.92,29.75,1.58,1.45,34.05,30.53,3.46,3.26,0.6,0.49,3.66,3.49,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251492463
285.52,346.54,298.05,133.13,203.86,195.51,207.98,270.46,339.97,313.56,12.19,11.17,99.56,130.43,4187.56,4191.16,4.53,4.07,43.56,30.88,1.62,1.47,34.13,30.6,3.56,3.42,0.6,0.49,3.73,3.56,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251496697
285.69,351.43,311.69,133.56,200.85,197.99,209.19,270.66,341.91,314.65,12.03,10.7,99.73,131.41,4278.4,4289.08,4.7,4.31,43.29,31.78,1.64,1.49,34.27,30.66,3.53,3.31,0.6,0.5,3.81,3.59,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251500931
287.61,341.8,307.99,137.73,204.33,199.21,210.29,270.53,341.22,314.03,12.44,10.86,100.47,131.03,4189.67,4130.42,4.65,4.04,43.84,32.2,1.65,1.48,34.25,30.63,3.6,3.4,0.6,0.49,3.8,3.49,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251505166
284.03,337.22,280.03,122.95,194.11,188.22,207.04,267.09,337.67,311.79,11.88,9.72,98.7,128.94,4090.84,4105.42,4.49,3.95,42.91,30.45,1.6,1.44,34.06,30.54,3.51,3.17,0.59,0.49,3.7,3.45,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251509399
290.09,348.62,308.78,154.66,210.58,199.26,212.42,271.12,341.87,316.01,12.59,11.57,100.97,131.04,4188.88,4139.99,4.64,4.3,44.56,32.4,1.66,1.48,34.25,30.73,3.64,3.5,0.6,0.49,3.83,3.59,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251513634
285.65,347.73,283.78,133.17,198.12,186.53,207.72,267.15,337.95,313.39,12.12,10.78,99.21,128.63,4209.1,4283.66,4.44,4.17,42.97,30.26,1.6,1.45,34.08,30.58,3.56,3.33,0.6,0.49,3.7,3.54,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251517868
286.98,346.9,302.16,130.36,197.62,191.86,209.31,267.47,340.16,313.81,12.02,11.19,99.53,129.53,4184.21,4121.38,4.57,4.16,43.16,30.88,1.64,1.46,34.2,30.61,3.53,3.43,0.6,0.49,3.75,3.55,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251526336
288.55,350.47,314.83,135.2,200.27,196.98,211.23,270.68,342.14,314.91,12.32,11.17,100.52,130.86,4335.99,4334.66,4.68,4.3,44.08,31.74,1.67,1.49,34.28,30.69,3.59,3.4,0.6,0.49,3.85,3.64,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251530571
287.86,349.92,294.32,136.73,203.05,190.35,209.87,269.36,339.33,314.4,12.44,10.81,99.86,130.82,4178.08,4181.08,4.54,4.32,44.24,30.63,1.64,1.49,34.16,30.68,3.62,3.35,0.6,0.49,3.76,3.61,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251534805
287.77,349.62,296.37,139.33,202.79,187.61,210.16,270.39,340.58,314.65,12.46,11.13,100.21,130.81,4195.16,4141.8,4.61,4.26,44.1,31.25,1.63,1.49,34.22,30.69,3.64,3.42,0.6,0.49,3.75,3.57,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251539039
285.6,348.6,298.82,127.03,196.89,187.87,207.37,269.21,340.34,311.67,12.04,11.01,98.95,130.0,4242.53,4115.3,4.61,4.17,42.51,31.7,1.62,1.45,34.22,30.55,3.55,3.39,0.6,0.49,3.78,3.51,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251543274
285.56,348.48,281.98,139.71,199.45,185.42,207.78,267.77,338.18,312.55,12.18,10.91,99.03,129.27,4179.83,4136.58,4.6,4.21,42.66,32.39,1.6,1.44,34.21,30.59,3.55,3.38,0.6,0.49,3.75,3.54,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251547507
283.66,343.41,264.96,130.32,187.09,179.72,205.33,260.59,335.97,309.91,11.47,10.55,97.87,126.24,4061.09,4029.8,4.44,4.1,40.98,31.16,1.57,1.37,34.1,30.5,3.44,3.32,0.6,0.49,3.69,3.46,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251551741
289.2,352.17,304.42,164.56,204.52,193.68,210.71,271.07,340.66,313.77,12.31,11.39,100.61,130.47,4386.72,4304.09,4.74,4.34,43.17,34.88,1.64,1.45,34.39,30.72,3.62,3.47,0.6,0.49,3.85,3.63,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251555976
283.75,346.77,269.42,129.2,193.72,175.55,204.52,265.88,336.29,310.7,11.93,10.56,96.68,128.64,4138.32,4117.24,4.49,4.14,41.84,30.72,1.55,1.42,34.16,30.47,3.46,3.29,0.6,0.49,3.69,3.48,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694251560210
