MQ2_H2_1,MQ2_H2_2,MQ4_H2_1,MQ4_H2_2,MQ6_H2_1,MQ6_H2_2,MQ7_H2_1,MQ7_H2_2,MQ8_H2_1,MQ8_H2_2,MQ2_CO_1,MQ2_CO_2,MQ7_CO_1,MQ7_CO_2,MG811_CO2_1,MG811_CO2_2,MQ2_CH4_1,MQ2_CH4_2,MQ4_CH4_1,MQ4_CH4_2,MQ9_CH4_1,MQ9_CH4_2,MQ3_C6H6_1,MQ3_C6H6_2,MQ2_C3H8_1,MQ2_C3H8_2,MQ3_OH_1,MQ3_OH_2,MQ2_LPG_1,MQ2_LPG_2,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,DHT22_H,DHT22_T,t
312.17,367.28,298.07,390.95,302.63,134.88,243.77,269.76,340.59,336.48,12.29,5.25,117.38,130.59,3644.23,3584.63,4.6,2.25,44.1,48.7,2.0,1.26,36.49,31.09,3.58,2.06,0.67,0.51,3.77,2.18,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694169142426
315.7,340.91,317.44,419.17,294.63,131.23,246.92,272.73,344.65,339.57,12.7,3.97,118.92,131.73,3707.02,3549.45,4.78,1.8,45.05,50.14,2.1,1.33,36.59,31.26,3.67,1.72,0.68,0.51,3.9,1.84,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694169146659
319.21,371.69,339.33,431.39,287.29,128.36,249.36,275.85,348.05,343.25,13.21,5.46,119.86,133.33,3757.76,3578.99,4.95,2.34,46.04,50.49,2.17,1.39,36.71,31.42,3.77,2.12,0.68,0.51,3.94,2.24,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694169150894
320.63,339.59,338.17,439.58,275.19,124.08,250.63,277.4,349.82,345.34,13.6,3.92,120.47,134.31,3866.86,3699.63,5.02,1.75,46.15,51.19,2.22,1.42,36.75,31.5,3.84,1.68,0.68,0.52,4.05,1.81,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694169155126
321.86,301.78,331.56,459.85,269.06,117.9,251.67,277.61,351.95,346.1,13.73,2.52,121.71,134.34,3739.39,3507.21,5.11,1.2,45.68,52.68,2.25,1.43,36.87,31.55,3.88,1.25,0.69,0.52,4.09,1.33,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694169159358
321.33,322.72,306.13,449.83,247.45,109.49,249.65,274.39,350.91,344.49,13.68,3.19,119.97,132.97,3792.29,3590.77,5.06,1.47,44.89,51.94,2.22,1.41,36.82,31.52,3.84,1.48,0.68,0.52,4.04,1.6,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694169163590
320.34,322.24,297.23,440.9,237.91,102.9,248.39,273.83,350.63,344.45,13.6,3.23,119.93,132.44,3635.44,3378.91,5.05,1.49,43.66,52.61,2.2,1.4,36.86,31.49,3.84,1.49,0.68,0.52,4.04,1.61,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694169167823
319.03,323.5,282.36,438.67,221.7,97.98,246.99,270.58,348.5,344.22,13.47,3.29,118.69,131.79,3691.04,3490.14,4.96,1.54,42.38,50.64,2.2,1.37,36.72,31.45,3.82,1.51,0.68,0.52,3.99,1.64,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694169172054
318.6,343.58,266.06,434.99,212.13,92.45,246.37,269.33,348.23,342.85,13.46,4.12,117.89,130.52,3545.28,3242.47,4.99,1.83,41.85,51.42,2.17,1.36,36.73,31.45,3.82,1.75,0.68,0.52,3.99,1.87,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694169176285
321.33,384.51,269.61,428.85,208.6,90.88,245.93,272.3,351.22,343.47,13.57,6.99,118.06,131.24,3764.15,3491.62,4.98,2.99,42.26,49.47,2.19,1.4,36.76,31.48,3.86,2.55,0.68,0.52,4.04,2.75,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694169180517
