MQ2_H2_1,MQ2_H2_2,MQ4_H2_1,MQ4_H2_2,MQ6_H2_1,MQ6_H2_2,MQ7_H2_1,MQ7_H2_2,MQ8_H2_1,MQ8_H2_2,MQ2_CO_1,MQ2_CO_2,MQ7_CO_1,MQ7_CO_2,MG811_CO2_1,MG811_CO2_2,MQ2_CH4_1,MQ2_CH4_2,MQ4_CH4_1,MQ4_CH4_2,MQ9_CH4_1,MQ9_CH4_2,MQ3_C6H6_1,MQ3_C6H6_2,MQ2_C3H8_1,MQ2_C3H8_2,MQ3_OH_1,MQ3_OH_2,MQ2_LPG_1,MQ2_LPG_2,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,DHT22_H,DHT22_T,t
313.19,428.88,469.56,351.76,302.72,109.79,253.71,299.9,344.47,356.06,12.31,9.4,122.04,145.61,4074.35,3726.17,4.63,3.67,53.21,47.34,2.85,1.95,40.68,35.19,3.6,3.01,0.82,0.63,3.76,3.17,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167711704
310.96,430.84,441.0,360.63,281.2,101.98,251.6,295.17,343.47,355.6,12.2,9.58,121.26,143.58,3950.26,3602.88,4.61,3.75,51.09,46.9,2.83,1.92,40.56,35.19,3.58,3.06,0.81,0.63,3.73,3.21,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167715939
314.91,434.0,449.09,380.3,270.53,100.28,253.42,297.61,346.96,359.04,12.77,9.73,122.69,145.11,4009.04,3640.43,4.76,3.8,51.99,48.2,2.95,1.99,40.61,35.3,3.69,3.11,0.81,0.64,3.86,3.26,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167720174
315.52,432.75,432.6,386.56,258.54,94.46,253.18,295.92,348.45,359.27,12.92,9.67,122.33,143.93,3979.85,3600.22,4.83,3.79,50.93,48.51,2.97,2.0,40.58,35.33,3.73,3.08,0.81,0.64,3.88,3.25,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167724408
316.68,431.42,407.36,387.87,243.09,88.24,251.67,293.62,348.13,359.22,12.91,9.65,120.91,142.61,3944.82,3568.92,4.81,3.74,49.69,48.43,2.93,1.96,40.53,35.32,3.73,3.08,0.81,0.63,3.91,3.23,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167728642
316.35,433.34,378.13,390.06,230.3,83.55,250.51,290.99,347.27,358.14,12.94,9.7,120.62,140.91,3874.6,3478.76,4.78,3.75,48.46,49.2,2.91,1.94,40.51,35.26,3.7,3.09,0.81,0.63,3.87,3.23,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167732876
316.68,434.06,357.69,417.45,221.89,81.4,249.18,289.75,347.73,358.27,12.94,9.76,120.49,140.05,3825.05,3458.89,4.83,3.82,47.3,50.11,2.91,1.92,40.53,35.29,3.71,3.09,0.81,0.63,3.91,3.26,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167737110
316.5,437.66,348.04,418.04,212.33,78.4,248.67,286.74,347.37,358.9,12.94,10.12,119.67,139.16,3794.56,3439.4,4.81,3.89,46.42,49.62,2.91,1.92,40.46,35.28,3.73,3.19,0.81,0.63,3.89,3.36,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167741345
316.35,431.56,328.12,419.22,205.24,75.82,247.34,284.13,346.69,357.64,12.87,9.56,119.0,137.65,3768.22,3392.57,4.84,3.71,45.63,50.26,2.9,1.9,40.43,35.28,3.71,3.03,0.81,0.63,3.9,3.19,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167745579
315.79,429.26,309.04,406.61,197.76,72.81,246.2,281.5,347.68,356.78,12.94,9.48,118.79,136.11,3695.34,3341.42,4.76,3.71,44.4,49.51,2.87,1.88,40.39,35.22,3.69,3.01,0.81,0.63,3.87,3.2,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167749813
