MQ2_H2_1,MQ2_H2_2,MQ4_H2_1,MQ4_H2_2,MQ6_H2_1,MQ6_H2_2,MQ7_H2_1,MQ7_H2_2,MQ8_H2_1,MQ8_H2_2,MQ2_CO_1,MQ2_CO_2,MQ7_CO_1,MQ7_CO_2,MG811_CO2_1,MG811_CO2_2,MQ2_CH4_1,MQ2_CH4_2,MQ4_CH4_1,MQ4_CH4_2,MQ9_CH4_1,MQ9_CH4_2,MQ3_C6H6_1,MQ3_C6H6_2,MQ2_C3H8_1,MQ2_C3H8_2,MQ3_OH_1,MQ3_OH_2,MQ2_LPG_1,MQ2_LPG_2,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,DHT22_H,DHT22_T,t
285.0,404.16,104.18,107.33,174.67,59.25,183.76,206.25,295.77,303.49,8.79,7.85,87.03,98.41,2335.34,2295.6,3.47,3.18,28.03,28.17,1.77,1.04,39.38,34.56,2.88,2.72,0.77,0.61,3.03,2.81,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694166022947
288.03,409.18,106.03,115.58,172.96,59.25,184.55,208.14,297.19,304.85,9.27,8.08,87.87,99.31,2438.48,2412.55,3.56,3.29,28.16,29.31,1.8,1.05,39.46,34.68,2.93,2.74,0.77,0.61,3.13,2.96,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694166027176
286.05,404.01,107.3,121.25,170.35,58.49,185.88,208.38,298.31,306.25,8.94,7.91,88.21,99.27,2364.17,2326.29,3.5,3.19,28.36,29.38,1.8,1.05,39.54,34.76,2.9,2.74,0.78,0.62,3.08,2.86,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694166031405
286.28,392.64,95.16,111.3,157.12,53.26,182.51,203.55,297.19,304.33,8.92,7.09,86.6,96.88,3103.38,2783.5,3.51,2.91,26.88,28.72,1.75,1.02,39.3,34.63,2.92,2.52,0.77,0.61,3.07,2.71,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694166039862
287.11,402.84,86.08,112.43,149.15,50.58,182.38,199.77,293.85,303.91,8.96,7.66,85.79,95.82,2986.64,2734.21,3.46,3.22,26.28,27.17,1.7,1.01,39.18,34.52,2.91,2.68,0.76,0.61,3.06,2.9,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694166044090
281.51,377.83,67.23,100.72,136.37,44.4,179.04,199.22,294.58,299.71,8.51,6.51,84.81,94.78,2920.14,2620.88,3.38,2.6,23.2,27.37,1.68,0.98,39.06,34.4,2.81,2.37,0.76,0.6,2.97,2.52,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694166048319
280.28,356.1,38.34,113.95,117.7,34.64,178.55,201.11,294.66,297.18,8.47,5.06,83.79,95.34,2936.97,2600.31,3.35,2.41,18.2,28.86,1.65,0.93,39.1,34.29,2.76,2.14,0.76,0.6,2.94,2.41,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694166052547
275.48,350.15,27.42,108.7,100.04,28.49,177.23,195.95,291.58,292.8,7.67,5.14,82.84,92.83,2786.64,2422.69,3.11,2.22,15.95,28.32,1.58,0.89,38.9,34.21,2.64,2.15,0.75,0.6,2.8,2.34,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694166056775
275.06,272.69,34.45,91.3,101.57,30.72,172.99,192.19,290.55,292.84,7.71,1.71,81.36,90.83,2612.31,2284.71,3.13,0.88,17.59,26.33,1.54,0.88,38.79,34.1,2.63,0.98,0.75,0.6,2.82,1.07,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694166060995
273.19,265.99,43.58,84.45,105.91,33.73,172.5,191.65,290.34,293.43,7.59,1.58,81.54,90.86,2574.39,2299.57,3.09,0.83,19.38,25.56,1.54,0.9,38.67,34.05,2.61,0.93,0.75,0.6,2.78,1.02,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694166065215
