MQ2_H2_1,MQ2_H2_2,MQ4_H2_1,MQ4_H2_2,MQ6_H2_1,MQ6_H2_2,MQ7_H2_1,MQ7_H2_2,MQ8_H2_1,MQ8_H2_2,MQ2_CO_1,MQ2_CO_2,MQ7_CO_1,MQ7_CO_2,MG811_CO2_1,MG811_CO2_2,MQ2_CH4_1,MQ2_CH4_2,MQ4_CH4_1,MQ4_CH4_2,MQ9_CH4_1,MQ9_CH4_2,MQ3_C6H6_1,MQ3_C6H6_2,MQ2_C3H8_1,MQ2_C3H8_2,MQ3_OH_1,MQ3_OH_2,MQ2_LPG_1,MQ2_LPG_2,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,DHT22_H,DHT22_T,t
322.66,424.56,249.03,375.44,191.53,101.26,267.85,268.72,355.65,367.15,13.9,9.02,130.1,129.26,3754.18,3690.0,5.08,3.58,40.96,47.44,3.21,1.69,42.6,38.18,3.9,2.94,0.89,0.73,4.1,3.1,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694171818619
324.98,423.78,267.0,357.19,195.68,103.49,266.92,271.89,357.72,368.75,14.02,9.32,130.33,130.75,3950.82,3822.21,5.15,3.63,42.58,45.35,3.26,1.76,42.55,38.18,3.92,2.99,0.88,0.73,4.18,3.11,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694171822854
324.97,419.96,254.41,384.16,187.8,98.94,269.79,270.15,356.07,369.12,14.28,9.13,129.12,130.65,3713.4,3454.08,5.18,3.66,41.2,46.46,3.27,1.72,42.46,38.27,3.98,2.94,0.88,0.74,4.19,3.04,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694171827088
323.98,425.21,257.39,378.23,184.13,99.39,269.99,268.65,356.16,369.17,14.21,9.12,129.63,130.02,3656.55,3478.08,5.21,3.56,41.0,48.44,3.27,1.71,42.6,38.29,3.95,2.93,0.89,0.73,4.13,3.1,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694171831322
325.12,425.92,262.27,393.86,183.69,100.54,270.93,269.96,356.21,370.5,14.42,9.03,130.61,130.63,3707.87,3519.08,5.29,3.58,40.67,49.29,3.29,1.72,42.61,38.39,4.0,2.93,0.89,0.74,4.19,3.1,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694171835557
325.69,421.58,257.24,399.65,183.66,98.13,269.73,270.09,356.34,369.76,14.28,9.1,130.04,130.23,3797.25,3651.87,5.27,3.61,41.05,49.49,3.31,1.73,42.65,38.38,3.98,2.93,0.89,0.74,4.19,3.07,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694171839791
324.99,423.97,255.51,396.4,180.34,97.72,268.94,268.92,356.53,369.12,14.26,9.03,129.89,129.89,3641.59,3455.08,5.2,3.55,40.85,48.64,3.27,1.72,42.65,38.37,3.98,2.94,0.89,0.74,4.15,3.07,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694171844025
325.31,424.75,254.5,395.57,180.11,97.76,269.75,269.19,357.08,369.58,14.33,9.13,130.61,129.71,3631.34,3455.58,5.22,3.56,40.93,49.33,3.3,1.72,42.7,38.43,3.96,2.94,0.89,0.74,4.15,3.11,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694171848260
324.36,424.82,241.77,405.26,177.21,96.6,269.99,267.49,355.61,369.21,14.16,9.02,130.3,129.0,3606.41,3441.12,5.23,3.57,40.27,49.29,3.26,1.7,42.7,38.41,3.96,2.91,0.89,0.74,4.13,3.1,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694171852493
325.08,422.03,239.43,415.95,175.04,93.99,267.71,266.39,356.62,368.25,14.24,9.08,129.95,128.41,3580.91,3394.29,5.15,3.55,40.04,49.29,3.27,1.71,42.7,38.42,3.94,2.94,0.89,0.74,4.16,3.08,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694171856727
