MQ2_H2_1,MQ2_H2_2,MQ4_H2_1,MQ4_H2_2,MQ6_H2_1,MQ6_H2_2,MQ7_H2_1,MQ7_H2_2,MQ8_H2_1,MQ8_H2_2,MQ2_CO_1,MQ2_CO_2,MQ7_CO_1,MQ7_CO_2,MG811_CO2_1,MG811_CO2_2,MQ2_CH4_1,MQ2_CH4_2,MQ4_CH4_1,MQ4_CH4_2,MQ9_CH4_1,MQ9_CH4_2,MQ3_C6H6_1,MQ3_C6H6_2,MQ2_C3H8_1,MQ2_C3H8_2,MQ3_OH_1,MQ3_OH_2,MQ2_LPG_1,MQ2_LPG_2,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,DHT22_H,DHT22_T,t
284.73,407.95,96.34,100.17,138.0,105.22,168.12,174.25,298.44,293.68,8.86,7.87,79.03,81.91,2018.6,2266.35,3.48,3.15,26.84,27.51,1.18,0.67,38.34,33.35,2.87,2.66,0.74,0.57,3.05,2.82,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694163291667
288.7,411.91,119.65,99.07,144.34,117.17,174.33,179.07,304.27,300.2,9.52,7.81,82.0,85.24,2169.62,2469.96,3.7,3.15,29.48,28.28,1.25,0.75,38.72,33.57,2.99,2.73,0.75,0.58,3.21,2.83,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694163295895
294.78,406.61,111.25,126.2,153.58,110.61,172.62,183.9,307.17,299.84,9.77,7.82,82.4,85.86,2180.86,2386.07,3.77,3.13,29.22,30.09,1.3,0.74,38.59,33.86,3.11,2.56,0.75,0.59,3.23,2.82,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694163300124
291.75,403.13,108.37,128.16,146.66,110.12,173.44,179.54,304.18,299.63,9.55,7.47,81.84,84.68,2091.85,2311.1,3.72,3.01,28.49,29.87,1.25,0.72,38.74,33.78,3.03,2.59,0.75,0.59,3.21,2.73,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694163304352
289.62,402.57,107.19,124.25,144.59,108.55,172.76,179.33,303.53,298.4,9.43,7.4,81.22,84.47,2077.25,2287.25,3.69,2.98,28.22,29.72,1.24,0.73,38.7,33.82,3.01,2.56,0.75,0.59,3.18,2.71,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694163308580
287.5,398.84,101.69,118.78,141.61,105.99,171.68,178.46,302.88,297.73,9.15,7.16,81.24,84.11,2040.46,2247.41,3.56,2.93,28.19,29.69,1.24,0.71,38.71,33.8,2.94,2.5,0.75,0.59,3.11,2.67,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694163312809
290.86,401.74,103.11,121.77,139.94,104.12,172.62,178.81,302.75,298.28,9.5,7.31,81.24,84.53,2048.96,2250.69,3.71,2.99,27.83,30.08,1.26,0.72,38.7,33.78,3.02,2.55,0.75,0.59,3.2,2.7,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694163317038
292.68,403.01,101.27,124.77,136.89,100.11,171.99,179.02,303.01,298.15,9.69,7.51,81.62,84.04,2052.86,2247.6,3.76,3.02,27.68,30.28,1.27,0.72,38.65,33.79,3.09,2.58,0.75,0.59,3.25,2.72,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694163321267
288.43,395.65,93.61,124.67,128.67,91.4,171.97,176.19,301.8,298.06,9.16,6.94,81.04,82.88,2014.06,2173.32,3.59,2.86,26.75,30.45,1.24,0.71,38.6,33.77,2.95,2.5,0.74,0.59,3.13,2.63,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694163329721
288.78,399.67,91.45,131.76,125.71,88.3,172.15,176.14,303.57,297.9,9.32,7.17,80.77,82.78,2001.07,2163.69,3.62,2.92,26.62,30.44,1.26,0.72,38.54,33.78,2.98,2.51,0.74,0.59,3.16,2.66,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694163333948
