MQ2_H2_1,MQ2_H2_2,MQ4_H2_1,MQ4_H2_2,MQ6_H2_1,MQ6_H2_2,MQ7_H2_1,MQ7_H2_2,MQ8_H2_1,MQ8_H2_2,MQ2_CO_1,MQ2_CO_2,MQ7_CO_1,MQ7_CO_2,MG811_CO2_1,MG811_CO2_2,MQ2_CH4_1,MQ2_CH4_2,MQ4_CH4_1,MQ4_CH4_2,MQ9_CH4_1,MQ9_CH4_2,MQ3_C6H6_1,MQ3_C6H6_2,MQ2_C3H8_1,MQ2_C3H8_2,MQ3_OH_1,MQ3_OH_2,MQ2_LPG_1,MQ2_LPG_2,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,DHT22_H,DHT22_T,t
289.48,319.83,67.08,298.15,87.18,36.33,203.3,216.33,320.27,319.16,9.3,3.25,96.67,103.74,2544.54,2346.94,3.65,1.48,23.19,43.92,1.77,0.91,37.77,31.85,2.99,1.52,0.71,0.53,3.15,1.63,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167313383
311.94,359.84,156.13,356.35,115.3,63.49,224.67,245.86,343.97,340.85,12.36,4.9,107.24,118.49,3127.92,2875.92,4.6,2.12,33.24,46.66,2.21,1.26,38.47,32.72,3.62,1.96,0.74,0.55,3.79,2.08,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167338763
313.32,391.12,161.75,364.15,119.04,69.01,224.98,246.68,344.78,340.5,12.54,6.78,107.23,118.46,3217.83,3047.57,4.65,2.8,33.68,47.66,2.19,1.25,38.07,32.41,3.6,2.4,0.73,0.55,3.77,2.55,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167342997
312.21,411.81,156.22,361.03,121.99,72.72,222.88,244.81,343.07,340.1,12.18,8.2,106.66,118.0,3236.97,3125.7,4.58,3.22,33.43,47.42,2.15,1.21,37.53,32.02,3.58,2.73,0.71,0.53,3.75,2.86,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167347232
306.96,415.25,141.52,343.12,120.06,71.73,217.65,238.73,338.75,335.99,11.59,8.29,104.27,114.71,3224.49,3189.39,4.36,3.28,31.85,46.12,2.03,1.14,36.75,31.44,3.45,2.77,0.68,0.52,3.63,2.92,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167351465
306.09,429.07,140.0,345.56,123.94,74.98,217.63,238.16,337.72,335.77,11.52,9.36,104.19,114.35,3027.23,2917.16,4.34,3.66,31.7,46.73,1.99,1.12,36.13,31.08,3.43,3.0,0.66,0.51,3.61,3.17,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167355700
308.47,403.53,152.61,362.03,132.3,81.21,219.34,240.74,338.88,337.31,11.68,7.55,104.8,115.56,3040.95,2948.54,4.42,3.08,33.01,47.01,2.02,1.13,35.57,30.8,3.46,2.61,0.64,0.5,3.65,2.78,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167359934
309.26,387.5,161.45,379.48,141.4,87.1,220.84,242.59,340.14,339.48,11.9,6.59,105.58,116.6,3090.97,2985.57,4.49,2.7,33.87,47.57,2.03,1.14,34.99,30.55,3.52,2.36,0.63,0.49,3.7,2.53,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167364170
310.5,402.03,169.72,403.19,149.46,90.86,222.25,244.62,341.09,339.3,12.04,7.56,106.24,117.38,3152.5,3101.04,4.53,2.97,34.68,49.06,2.03,1.15,34.52,30.27,3.53,2.58,0.61,0.48,3.73,2.74,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167368405
310.78,393.04,176.76,391.74,156.18,94.55,223.24,245.21,340.55,339.88,12.15,7.04,106.12,118.29,3275.85,3296.92,4.58,2.89,34.92,49.23,2.02,1.14,33.98,30.06,3.57,2.45,0.59,0.48,3.73,2.61,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167372639
310.36,355.47,180.1,390.24,162.07,97.01,222.05,246.17,340.59,339.39,12.07,4.67,106.33,118.1,3249.11,3211.03,4.56,2.0,35.34,49.13,1.99,1.13,33.49,29.76,3.55,1.89,0.58,0.47,3.74,2.03,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167376873
309.22,404.42,176.11,371.1,164.23,97.87,220.91,243.74,339.83,337.27,11.87,7.56,106.01,116.97,3184.57,3119.02,4.51,3.06,35.03,48.5,1.93,1.11,32.93,29.45,3.53,2.6,0.56,0.46,3.7,2.75,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167381107
310.6,407.93,186.06,391.89,171.11,101.35,223.35,246.83,340.77,338.82,12.2,7.98,106.46,118.53,3187.21,3132.81,4.57,3.21,35.7,47.95,1.94,1.13,32.49,29.28,3.55,2.69,0.55,0.45,3.75,2.86,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167385343
314.34,416.15,188.3,445.77,185.86,102.46,223.63,250.45,344.06,337.49,12.1,8.79,109.0,118.47,3223.01,3172.21,4.62,3.44,37.03,50.54,1.92,1.14,32.23,29.09,3.54,2.87,0.54,0.45,3.79,3.04,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167389578
314.54,363.11,204.31,447.86,190.05,108.28,227.29,250.98,344.29,339.79,12.67,5.39,109.03,120.85,3325.7,3315.05,4.73,2.26,37.42,52.04,1.95,1.14,31.9,29.0,3.65,2.1,0.53,0.45,3.84,2.23,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167393812
314.59,344.13,211.51,469.9,197.19,112.6,228.71,253.26,345.06,341.07,12.84,4.27,109.31,121.78,3423.13,3414.63,4.75,1.91,37.74,52.34,1.95,1.13,31.64,28.87,3.68,1.83,0.52,0.44,3.87,1.94,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167398046
315.0,344.86,210.36,462.13,200.9,113.11,227.81,251.37,344.47,339.74,12.74,4.34,108.98,121.48,3377.43,3327.51,4.76,1.92,37.84,51.97,1.9,1.12,31.39,28.7,3.7,1.78,0.51,0.44,3.85,1.92,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167402281
313.65,353.31,209.59,453.62,208.77,115.59,226.64,250.13,343.47,337.75,12.7,4.68,108.14,121.04,3278.5,3196.01,4.74,2.0,37.55,52.22,1.83,1.09,30.89,28.42,3.67,1.82,0.5,0.43,3.86,1.92,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167410750
311.29,364.17,204.35,415.69,208.78,116.78,223.96,247.92,341.18,334.89,12.4,6.13,106.78,119.86,3306.45,3293.26,4.65,2.47,36.78,50.98,1.78,1.06,30.56,28.21,3.61,2.16,0.49,0.43,3.79,2.23,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167414985
310.32,365.58,200.38,413.42,216.94,118.52,222.41,246.37,340.55,332.39,12.23,5.46,106.42,119.19,3391.61,3425.78,4.54,2.34,36.66,49.22,1.71,1.03,30.36,28.04,3.55,2.16,0.48,0.42,3.76,2.32,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167419222
310.27,427.62,202.29,402.24,233.91,130.28,221.68,247.85,339.33,331.25,12.06,9.02,105.53,119.22,3276.6,3282.51,4.52,3.57,36.94,49.46,1.67,1.02,30.11,27.89,3.53,2.93,0.48,0.42,3.72,3.08,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167423458
309.53,378.23,199.02,405.05,244.96,136.74,220.43,246.62,337.94,329.06,11.88,5.93,105.34,118.34,3235.94,3226.16,4.44,2.51,36.81,48.42,1.62,1.0,29.91,27.72,3.53,2.21,0.47,0.41,3.67,2.33,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167427695
307.69,386.0,204.46,378.98,270.2,155.93,219.39,246.82,337.63,328.01,11.75,6.3,104.95,118.63,3290.01,3391.17,4.46,2.63,37.22,48.94,1.58,0.98,29.7,27.57,3.49,2.31,0.47,0.41,3.68,2.46,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167431933
308.29,396.3,221.77,391.74,312.55,189.27,220.84,249.28,337.72,327.45,11.87,6.95,105.56,120.34,3472.25,3708.37,4.42,2.84,38.64,49.42,1.58,0.98,29.58,27.49,3.47,2.47,0.46,0.41,3.67,2.62,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167436169
314.08,410.53,300.37,422.27,394.58,263.35,227.51,261.63,343.43,333.4,12.58,7.99,109.12,126.22,3725.31,3984.92,4.76,3.2,43.45,50.43,1.67,1.07,29.79,27.73,3.65,2.7,0.47,0.41,3.85,2.87,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167440405
314.63,388.31,343.61,417.43,489.59,366.85,229.47,265.99,343.25,333.31,12.64,6.57,110.07,128.87,3785.9,4131.23,4.72,2.7,46.45,50.52,1.65,1.07,29.75,27.73,3.67,2.35,0.47,0.41,3.84,2.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167444641
312.3,379.09,404.44,434.27,632.15,566.6,230.34,270.71,340.59,331.21,12.3,6.33,109.83,131.51,3990.62,4596.95,4.6,2.63,49.35,50.06,1.61,1.05,29.8,27.81,3.57,2.3,0.47,0.41,3.78,2.44,33.5,33.5,33.5,33.5,33.5,33.5,33.5,0.0,0.0,1694167448878
